time,btc__current_supply_native_units_value,btc__current_supply_native_units_type,btc__market_cap_usd_value,btc__market_cap_usd_type,btc__usd_4_00pm_new_york_price__index_value_value,btc__usd_4_00pm_new_york_price__index_value_type,btc__usd_11_00am_london_price__index_value_value,btc__usd_11_00am_london_price__index_value_type,eth__current_supply_native_units_value,eth__current_supply_native_units_type,eth__market_cap_usd_value,eth__market_cap_usd_type,eth__usd_11_00am_london_price__index_value_value,eth__usd_11_00am_london_price__index_value_type,eth__usd_4_00pm_new_york_price__index_value_value,eth__usd_4_00pm_new_york_price__index_value_type,usdc__usd_4_00pm_new_york_price__index_value_value,usdc__usd_4_00pm_new_york_price__index_value_type,usdc__usd_11_00am_london_price__index_value_value,usdc__usd_11_00am_london_price__index_value_type,usdc__current_supply_native_units_value,usdc__current_supply_native_units_type,usdc__market_cap_usd_value,usdc__market_cap_usd_type,usdt__usd_4_00pm_new_york_price__index_value_value,usdt__usd_4_00pm_new_york_price__index_value_type,usdt__usd_11_00am_london_price__index_value_value,usdt__usd_11_00am_london_price__index_value_type,xrp__current_supply_native_units_value,xrp__current_supply_native_units_type,xrp__usd_11_00am_london_price__index_value_value,xrp__usd_11_00am_london_price__index_value_type,xrp__usd_4_00pm_new_york_price__index_value_value,xrp__usd_4_00pm_new_york_price__index_value_type,xrp__market_cap_usd_value,xrp__market_cap_usd_type,ada__current_supply_native_units_value,ada__current_supply_native_units_type,ada__usd_11_00am_london_price__index_value_value,ada__usd_11_00am_london_price__index_value_type,ada__usd_4_00pm_new_york_price__index_value_value,ada__usd_4_00pm_new_york_price__index_value_type,ada__market_cap_usd_value,ada__market_cap_usd_type,sol__market_cap_estimated_usd_value,sol__market_cap_estimated_usd_type,sol__usd_11_00am_london_price__index_value_value,sol__usd_11_00am_london_price__index_value_type,sol__usd_4_00pm_new_york_price__index_value_value,sol__usd_4_00pm_new_york_price__index_value_type,doge__usd_4_00pm_new_york_price__index_value_value,doge__usd_4_00pm_new_york_price__index_value_type,doge__usd_11_00am_london_price__index_value_value,doge__usd_11_00am_london_price__index_value_type,doge__current_supply_native_units_value,doge__current_supply_native_units_type,doge__market_cap_usd_value,doge__market_cap_usd_type,trx__market_cap_usd_value,trx__market_cap_usd_type,trx__current_supply_native_units_value,trx__current_supply_native_units_type,trx__usd_4_00pm_new_york_price__index_value_value,trx__usd_4_00pm_new_york_price__index_value_type,trx__usd_11_00am_london_price__index_value_value,trx__usd_11_00am_london_price__index_value_type
2023-11-07,19535868.03,historical,691931000000.0,historical,35624.75001,historical,34669.81056,historical,120270064.9,historical,226852000000.0,historical,1874.446459,historical,1900.002061,historical,1.000682172,historical,1.000168676,historical,22408306518.0,historical,22412674952.0,historical,1.000715079,historical,1.000517601,historical,99988169352.0,historical,0.681234559,historical,0.690849291,historical,68558270373.0,historical,34586564401.0,historical,0.345464259,historical,0.353832151,historical,12140632217.0,historical,18072942402.0,historical,40.8830269,historical,44.07387722,historical,0.074171117,historical,0.073299764,historical,141739000000.0,historical,10409029743.0,historical,9663022210.0,historical,100000000000.0,historical,0.096841212,historical,0.096467201,historical
2023-11-08,19536799.28,historical,699376000000.0,historical,35624.25564,historical,35383.64152,historical,120269307.5,historical,227628000000.0,historical,1886.300133,historical,1895.776343,historical,1.000282164,historical,0.999975289,historical,22282068862.0,historical,22285183329.0,historical,1.000380898,historical,1.000257139,historical,99988166617.0,historical,0.692112545,historical,0.690820966,historical,68807122854.0,historical,34587783299.0,historical,0.356964307,historical,0.357538264,historical,12410152987.0,historical,18233136876.0,historical,43.24930241,historical,43.09971641,historical,0.075252076,historical,0.074834766,historical,141752000000.0,historical,10719110204.0,historical,9845320158.0,historical,100000000000.0,historical,0.098265836,historical,0.097685029,historical
2023-11-09,19537693.03,historical,716551000000.0,historical,36360.73447,historical,36814.64043,historical,120266306.2,historical,254460000000.0,historical,1914.453685,historical,2026.529611,historical,0.999932853,historical,1.000149052,historical,22172306199.0,historical,22172175742.0,historical,0.999965122,historical,1.000620685,historical,99988164069.0,historical,0.699619308,historical,0.651051579,historical,66593292943.0,historical,34589445784.0,historical,0.373380299,historical,0.355300724,historical,12691279987.0,historical,19037621461.0,historical,46.76460686,historical,43.84265252,historical,0.070899772,historical,0.076099949,historical,141765000000.0,historical,10365172809.0,historical,9886111583.0,historical,100000000000.0,historical,0.097718007,historical,0.099836215,historical
2023-11-10,19538655.53,historical,730111000000.0,historical,37220.47991,historical,36619.85237,historical,120264467.6,historical,250239000000.0,historical,2094.541592,historical,2087.022039,historical,1.000117918,historical,1.000202317,historical,22175670544.0,historical,22175464017.0,historical,1.00052756,historical,1.000279123,historical,99988161616.0,historical,0.656746277,historical,0.65934113,historical,66049291476.0,historical,34590651760.0,historical,0.375612734,historical,0.37629396,historical,13334830808.0,historical,23927518224.0,historical,49.30301937,historical,54.52898521,historical,0.074435924,historical,0.074449172,historical,141779000000.0,historical,10680212651.0,historical,10627310530.0,historical,100000000000.0,historical,0.105777464,historical,0.100041184,historical
2023-11-11,19539655.53,historical,722575000000.0,historical,37046.76558,historical,37007.60677,historical,120263674.2,historical,246099000000.0,historical,2062.801643,historical,2064.953219,historical,0.999987272,historical,1.000031102,historical,22236059449.0,historical,22236294048.0,historical,1.000388803,historical,1.000580533,historical,99988159082.0,historical,0.671783735,historical,0.669287971,historical,66161201055.0,historical,34592285196.0,historical,0.382503233,historical,0.385712191,historical,13272580770.0,historical,23777177393.0,historical,54.92006112,historical,57.94064998,historical,0.080012232,historical,0.080324926,historical,141792000000.0,historical,11071144975.0,historical,10793038340.0,historical,100000000000.0,historical,0.108456989,historical,0.10620663,historical
2023-11-12,19540661.78,historical,724047000000.0,historical,37136.42188,historical,37107.91074,historical,120263034.2,historical,245931000000.0,historical,2050.950149,historical,2050.255617,historical,0.999986369,historical,1.00006888,historical,22252727311.0,historical,22253844180.0,historical,1.000260265,historical,1.000315804,historical,99988156726.0,historical,0.668448641,historical,0.663128662,historical,66099775424.0,historical,34593323405.0,historical,0.387973761,historical,0.383390613,historical,13244368678.0,historical,23633184729.0,historical,59.60240728,historical,56.67840712,historical,0.078247012,historical,0.079186825,historical,141806000000.0,historical,11046209793.0,historical,10843621423.0,historical,100000000000.0,historical,0.108362349,historical,0.108145582,historical
2023-11-13,19541418.03,historical,714107000000.0,historical,36814.40226,historical,36974.94081,historical,120260400.8,historical,248041000000.0,historical,2055.451362,historical,2093.881791,historical,1.000098106,historical,1.000019287,historical,22047998417.0,historical,22049812527.0,historical,1.000382512,historical,1.00050803,historical,99988153486.0,historical,0.654252871,historical,0.674783886,historical,66919255208.0,historical,34595742584.0,historical,0.374062928,historical,0.367250242,historical,12400759309.0,historical,22047841509.0,historical,57.92619235,historical,53.79595201,historical,0.076492267,historical,0.078277323,historical,141819000000.0,historical,10608904643.0,historical,10710718518.0,historical,100000000000.0,historical,0.109583325,historical,0.110485205,historical
2023-11-14,19542280.53,historical,695523000000.0,historical,35338.27187,historical,36482.67522,historical,120258761.2,historical,238406000000.0,historical,2046.396326,historical,1982.239673,historical,1.000120497,historical,1.000030237,historical,21883265214.0,historical,21885651948.0,historical,1.000161059,historical,1.000215176,historical,99988150266.0,historical,0.654026789,historical,0.624649319,historical,63059796981.0,historical,34596648548.0,historical,0.362220874,historical,0.353565999,historical,12400557482.0,historical,24042779753.0,historical,54.13715147,historical,55.75058921,historical,0.071845797,historical,0.074391995,historical,141832000000.0,historical,10291676477.0,historical,10220690391.0,historical,100000000000.0,historical,0.102242273,historical,0.106202479,historical
2023-11-15,19543205.53,historical,739526000000.0,historical,37556.82855,historical,35833.34351,historical,120257438.2,historical,247282000000.0,historical,1987.716553,historical,2049.669346,historical,1.000712918,historical,1.000021626,historical,22097526480.0,historical,22102538788.0,historical,1.000770768,historical,1.000254583,historical,99988147801.0,historical,0.633655752,historical,0.643716887,historical,64876381219.0,historical,34599617337.0,historical,0.363500419,historical,0.376247825,historical,13101917035.0,historical,27585020202.0,historical,59.69517183,historical,66.24886417,historical,0.075324369,historical,0.073784344,historical,141846000000.0,historical,10809074828.0,historical,10388584471.0,historical,100000000000.0,historical,0.103618476,historical,0.10390485,historical
2023-11-16,19544130.53,historical,706724000000.0,historical,35958.41175,historical,37344.84496,historical,120256064.9,historical,235658000000.0,historical,2042.440887,historical,1959.382814,historical,0.999835535,historical,1.000043388,historical,22171009014.0,historical,22168855300.0,historical,1.000058405,historical,1.000439562,historical,99988145552.0,historical,0.64390231,historical,0.617007375,historical,61077035958.0,historical,34601930373.0,historical,0.398545529,historical,0.369035788,historical,12754078693.0,historical,24269161417.0,historical,65.4511621,historical,61.62596141,historical,0.079692268,historical,0.081183911,historical,141860000000.0,historical,11104523093.0,historical,10230815398.0,historical,100000000000.0,historical,0.102109689,historical,0.104024893,historical
2023-11-17,19545068.03,historical,714758000000.0,historical,36436.01565,historical,36271.19721,historical,120255416.3,historical,235563000000.0,historical,1962.253761,historical,1944.523429,historical,1.000071849,historical,1.000078571,historical,22386485799.0,historical,22387793758.0,historical,1.000065748,historical,1.000090717,historical,99988143218.0,historical,0.611487612,historical,0.608280674,historical,61341750216.0,historical,34603761792.0,historical,0.366887837,historical,0.363444317,historical,12681157785.0,historical,24688550402.0,historical,57.23182065,historical,57.91908818,historical,0.082980041,historical,0.084720588,historical,141873000000.0,historical,12197699610.0,historical,10369806309.0,historical,100000000000.0,historical,0.103100032,historical,0.103170549,historical
2023-11-18,19545999.28,historical,714942000000.0,historical,36627.46837,historical,36449.98768,historical,120255405.1,historical,235988000000.0,historical,1942.977483,historical,1964.961534,historical,1.000096744,historical,1.000007963,historical,22428728151.0,historical,22431620329.0,historical,1.000653299,historical,1.000312398,historical,99988140800.0,historical,0.605703775,historical,0.612663105,historical,61068988820.0,historical,34604392060.0,historical,0.359251261,historical,0.373650917,historical,13052075241.0,historical,24729499612.0,historical,57.16622236,historical,59.05107674,historical,0.081058079,historical,0.084163352,historical,141887000000.0,historical,11387527279.0,historical,10297230874.0,historical,100000000000.0,historical,0.102922251,historical,0.10238195,historical
2023-11-19,19547061.78,historical,731895000000.0,historical,36909.13628,historical,36585.3313,historical,120255566.9,historical,241687000000.0,historical,1960.723742,historical,1983.259813,historical,1.00009703,historical,1.000093166,historical,22485286801.0,historical,22490173255.0,historical,1.000552427,historical,1.000729998,historical,99988138510.0,historical,0.610879404,historical,0.62282035,historical,62747773113.0,historical,34605033323.0,historical,0.373712321,historical,0.381697418,historical,13300337896.0,historical,26053688123.0,historical,60.34286882,historical,60.75520658,historical,0.079776451,historical,0.078473761,historical,141900000000.0,historical,11409641237.0,historical,10348877829.0,historical,100000000000.0,historical,0.103497253,historical,0.102682066,historical
2023-11-20,19548099.28,historical,733367000000.0,historical,37531.43928,historical,37254.78349,historical,120253669.2,historical,243426000000.0,historical,2036.385569,historical,2035.971818,historical,1.000353667,historical,1.000097135,historical,22561247709.0,historical,22561271743.0,historical,1.001078817,historical,1.000471144,historical,99988136345.0,historical,0.626455231,historical,0.619066546,historical,61307140790.0,historical,34607323242.0,historical,0.398196876,historical,0.386114181,historical,13154785286.0,historical,23886289412.0,historical,60.46472244,historical,57.31001004,historical,0.079406481,historical,0.080970721,historical,141914000000.0,historical,11046217665.0,historical,10106898692.0,historical,100000000000.0,historical,0.101944227,historical,0.104845607,historical
2023-11-21,19549049.28,historical,704451000000.0,historical,37005.93902,historical,37387.58457,historical,120251704.7,historical,233952000000.0,historical,2014.991342,historical,1992.563581,historical,1.00022387,historical,1.000069449,historical,22457216849.0,historical,22458028309.0,historical,1.000354595,historical,1.000277464,historical,99988133770.0,historical,0.614187182,historical,0.598613459,historical,58167565340.0,historical,34608654761.0,historical,0.382953486,historical,0.371924468,historical,12453002859.0,historical,22079123907.0,historical,56.82855516,historical,54.81566009,historical,0.07526334,historical,0.077430558,historical,141927000000.0,historical,10251636901.0,historical,9627806656.0,historical,100000000000.0,historical,0.097526137,historical,0.101676457,historical
2023-11-22,19549936.78,historical,731227000000.0,historical,37492.82312,historical,36648.86311,historical,120249841.2,historical,248244000000.0,historical,2015.685538,historical,2076.739343,historical,1.000319996,historical,0.999939683,historical,22433229282.0,historical,22433459269.0,historical,1.000270932,historical,0.999832771,historical,99988131707.0,historical,0.595149717,historical,0.61243598,historical,61179783500.0,historical,34611079671.0,historical,0.370077839,historical,0.381898366,historical,13152524565.0,historical,24350389349.0,historical,54.79170665,historical,57.92538967,historical,0.076061695,historical,0.074438015,historical,141940000000.0,historical,10744887781.0,historical,10119936917.0,historical,100000000000.0,historical,0.101219184,historical,0.100599151,historical
2023-11-23,19550855.53,historical,729476000000.0,historical,37316.27947,historical,37496.34069,historical,120248675.7,historical,248100000000.0,historical,2075.170701,historical,2065.566624,historical,1.000082909,historical,1.000083372,historical,22460732428.0,historical,22463070997.0,historical,1.000032375,historical,1.000248797,historical,99988129759.0,historical,0.618147849,historical,0.620053247,historical,62054246294.0,historical,34611950195.0,historical,0.385235618,historical,0.380667504,historical,13295557203.0,historical,23965482650.0,historical,58.08292243,historical,56.5776421,historical,0.075935563,historical,0.076253348,historical,141954000000.0,historical,10816429993.0,historical,10208668043.0,historical,100000000000.0,historical,0.101709434,historical,0.101332457,historical
2023-11-24,19551905.53,historical,737474000000.0,historical,37854.57621,historical,37705.05275,historical,120247969.8,historical,250032000000.0,historical,2110.566638,historical,2088.832805,historical,1.000180487,historical,1.000090839,historical,22679469071.0,historical,22678915562.0,historical,1.00069781,historical,1.00030069,historical,99988127651.0,historical,0.622497925,historical,0.620255032,historical,62140490902.0,historical,34612699440.0,historical,0.390443903,historical,0.386869521,historical,13357949894.0,historical,24052730266.0,historical,58.11266366,historical,57.2595474,historical,0.077588314,historical,0.077819538,historical,141967000000.0,historical,11105966167.0,historical,10468885336.0,historical,100000000000.0,historical,0.104657745,historical,0.102407324,historical
2023-11-25,19552899.28,historical,739102000000.0,historical,37831.58362,historical,37703.33352,historical,120247912.8,historical,250661000000.0,historical,2078.456305,historical,2084.017129,historical,1.000068632,historical,1.000050273,historical,22692934333.0,historical,22694173586.0,historical,1.000665776,historical,1.000633493,historical,99988125576.0,historical,0.619585238,historical,0.620329266,historical,62236851583.0,historical,34614265953.0,historical,0.38965872,historical,0.393939557,historical,13648468003.0,historical,24880493308.0,historical,58.06941288,historical,59.01546063,historical,0.078517533,historical,0.078186137,historical,141981000000.0,historical,11203174248.0,historical,10828108978.0,historical,100000000000.0,historical,0.106226436,historical,0.105270344,historical
2023-11-26,19553811.78,historical,732930000000.0,historical,37518.32916,historical,37737.3953,historical,120247659.5,historical,248356000000.0,historical,2087.777507,historical,2070.330891,historical,0.999971334,historical,1.000014782,historical,22646256378.0,historical,22646507707.0,historical,1.000308939,historical,1.000582244,historical,99988123472.0,historical,0.626638355,historical,0.61855761,historical,61686657770.0,historical,34615587189.0,historical,0.392332512,historical,0.3863455,historical,13431980673.0,historical,24395064724.0,historical,58.07161756,historical,57.69129168,historical,0.077351711,historical,0.077923924,historical,141994000000.0,historical,11139011187.0,historical,10788256441.0,historical,100000000000.0,historical,0.10789961,historical,0.108415953,historical
2023-11-27,19554624.28,historical,728004000000.0,historical,36880.67228,historical,37154.86875,historical,120246549.7,historical,243769000000.0,historical,2028.477217,historical,1994.390951,historical,1.000031027,historical,1.00000715,historical,22431945792.0,historical,22431621986.0,historical,1.000206571,historical,1.000348819,historical,99988121076.0,historical,0.604020378,historical,0.59724174,historical,60338909994.0,historical,34617604005.0,historical,0.38110579,historical,0.372466246,historical,13065553960.0,historical,23309881973.0,historical,55.25698761,historical,54.00823015,historical,0.077122473,historical,0.078972991,historical,142008000000.0,historical,11159228348.0,historical,10211002502.0,historical,100000000000.0,historical,0.102861867,historical,0.104983869,historical
2023-11-28,19555543.03,historical,739756000000.0,historical,38223.75044,historical,37059.70707,historical,120244652.6,historical,246470000000.0,historical,2017.11614,historical,2061.840912,historical,1.000698699,historical,1.000027697,historical,22514743345.0,historical,22515270081.0,historical,1.001224541,historical,0.999947122,historical,99988118838.0,historical,0.604486361,historical,0.61245319,historical,61114517930.0,historical,34619600263.0,historical,0.374455383,historical,0.387391641,historical,13336477497.0,historical,24594530350.0,historical,55.59921118,historical,58.40961999,historical,0.080748515,historical,0.077390849,historical,142021000000.0,historical,11464283639.0,historical,10299025873.0,historical,100000000000.0,historical,0.10354449,historical,0.101542066,historical
2023-11-29,19556393.03,historical,740148000000.0,historical,37719.26614,historical,38053.87049,historical,120242957.3,historical,243954000000.0,historical,2052.702646,historical,2027.486112,historical,0.999977328,historical,1.000067378,historical,22461636177.0,historical,22463900161.0,historical,1.000014953,historical,1.00065266,historical,99988116722.0,historical,0.611554619,historical,0.607410827,historical,60927862167.0,historical,34620483463.0,historical,0.383826018,historical,0.383068778,historical,13215620951.0,historical,25077987693.0,historical,60.47244637,historical,59.62615856,historical,0.080703889,historical,0.080021517,historical,142035000000.0,historical,11441402262.0,historical,10351664826.0,historical,100000000000.0,historical,0.103273451,historical,0.103500514,historical
2023-11-30,19557230.53,historical,737556000000.0,historical,37746.77031,historical,37725.34349,historical,120240516.1,historical,246619000000.0,historical,2031.663833,historical,2044.247553,historical,1.000123719,historical,0.999993293,historical,22503760574.0,historical,22504920791.0,historical,1.000298264,historical,1.00005887,historical,99988114227.0,historical,0.602214742,historical,0.604827532,historical,60594392627.0,historical,34623143081.0,historical,0.375048202,historical,0.374725637,historical,13004211007.0,historical,25070003518.0,historical,59.85276321,historical,59.9790394,historical,0.083490348,historical,0.081987452,historical,142048000000.0,historical,11839580643.0,historical,10350639133.0,historical,100000000000.0,historical,0.103527173,historical,0.103480558,historical
2023-12-01,19558286.78,historical,756975000000.0,historical,38793.72001,historical,38611.2332,historical,120238180.9,historical,250830000000.0,historical,2095.476266,historical,2091.930729,historical,0.999943766,historical,0.999954652,historical,22553058394.0,historical,22554367609.0,historical,1.000356088,historical,1.000359973,historical,99988111166.0,historical,0.61181547,historical,0.611510001,historical,61291519792.0,historical,34624951884.0,historical,0.381554686,historical,0.384186545,historical,13281151515.0,historical,25374524512.0,historical,61.28745349,historical,60.44643937,historical,0.083299003,historical,0.084134826,historical,142062000000.0,historical,11919381220.0,historical,10319857429.0,historical,100000000000.0,historical,0.103278308,historical,0.104034938,historical
2023-12-02,19559080.53,historical,771846000000.0,historical,39441.71186,historical,38773.18172,historical,120236893.4,historical,260283000000.0,historical,2103.424286,historical,2157.548639,historical,0.999873994,historical,1.000051238,historical,22513052946.0,historical,22512379062.0,historical,1.000249368,historical,1.000413231,historical,99988108369.0,historical,0.614497767,historical,0.620102036,historical,61983746020.0,historical,34626830995.0,historical,0.389359208,historical,0.394325065,historical,13747785022.0,historical,26863172898.0,historical,62.15924121,historical,63.09233959,historical,0.085762543,historical,0.083892307,historical,142075000000.0,historical,12259048236.0,historical,10325414665.0,historical,100000000000.0,historical,0.103244168,historical,0.103012714,historical
2023-12-03,19560111.78,historical,781979000000.0,historical,39600.85372,historical,39499.80774,historical,120235728.8,historical,263744000000.0,historical,2167.097678,historical,2168.65688,historical,1.000061561,historical,0.999887787,historical,22498272536.0,historical,22499548323.0,historical,1.000398936,historical,1.000285453,historical,99988105597.0,historical,0.627769854,historical,0.621585074,historical,62386359692.0,historical,34627787969.0,historical,0.394897932,historical,0.390334554,historical,13681602832.0,historical,26786029921.0,historical,63.58247865,historical,63.00648124,historical,0.085084188,historical,0.085045724,historical,142089000000.0,historical,12173621389.0,historical,10319861968.0,historical,100000000000.0,historical,0.103515271,historical,0.103295823,historical
2023-12-04,19561080.53,historical,819811000000.0,historical,41820.13976,historical,41875.46497,historical,120233048.2,historical,269084000000.0,historical,2261.535608,historical,2230.190066,historical,0.999923209,historical,1.000061572,historical,22373635490.0,historical,22369764385.0,historical,0.99995619,historical,1.000223804,historical,99988102762.0,historical,0.639188801,historical,0.621297965,historical,62347316020.0,historical,34628654784.0,historical,0.409852858,historical,0.400793788,historical,14065704776.0,historical,26052148075.0,historical,63.37646685,historical,61.58511414,historical,0.088879514,historical,0.089506999,historical,142102000000.0,historical,12996865991.0,historical,10368948250.0,historical,100000000000.0,historical,0.103086924,historical,0.105062833,historical
2023-12-05,19561943.03,historical,862036000000.0,historical,43662.28378,historical,41690.09343,historical,120229359.5,historical,275507000000.0,historical,2203.437791,historical,2263.380928,historical,0.99992017,historical,1.000027935,historical,22295850412.0,historical,22292979505.0,historical,0.999880473,historical,1.000123952,historical,99988099742.0,historical,0.611925586,historical,0.620497523,historical,62162995213.0,historical,34630467885.0,historical,0.399775967,historical,0.419278633,historical,14715390352.0,historical,25810762197.0,historical,59.99133868,historical,61.00809892,historical,0.093206677,historical,0.088173012,historical,142115000000.0,historical,13373544353.0,historical,10362967097.0,historical,100000000000.0,historical,0.103497854,historical,0.103011771,historical
2023-12-06,19562793.03,historical,855791000000.0,historical,43942.65779,historical,44116.58697,historical,120225666.3,historical,268298000000.0,historical,2278.535091,historical,2259.296271,historical,1.000063269,historical,1.000000056,historical,22274983429.0,historical,22275190998.0,historical,1.000137914,historical,0.999893759,historical,99988097040.0,historical,0.630788154,historical,0.631197272,historical,63895210079.0,historical,34632390038.0,historical,0.433583442,historical,0.446794577,historical,15359168074.0,historical,26524761649.0,historical,64.53454536,historical,63.95797118,historical,0.098497791,historical,0.103119546,historical,142128000000.0,historical,13489480485.0,historical,10478620064.0,historical,100000000000.0,historical,0.105334358,historical,0.104626039,historical
2023-12-07,19563511.78,historical,846760000000.0,historical,43200.55784,historical,43205.381,historical,120222737.1,historical,283052000000.0,historical,2235.351968,historical,2344.051512,historical,1.000063982,historical,0.999913213,historical,22317653941.0,historical,22319387177.0,historical,1.000138613,historical,1.000080036,historical,99988094217.0,historical,0.630803378,historical,0.641527461,historical,64286516062.0,historical,34634713785.0,historical,0.437017587,historical,0.454096988,historical,15786633731.0,historical,28726711342.0,historical,63.12730352,historical,65.24965057,historical,0.093595756,historical,0.094277222,historical,142142000000.0,historical,13586233401.0,historical,10415348810.0,historical,100000000000.0,historical,0.103793212,historical,0.10330385,historical
2023-12-08,19564355.53,historical,864843000000.0,historical,44209.29555,historical,43260.72386,historical,120220557.4,historical,283636000000.0,historical,2356.869909,historical,2361.242434,historical,1.0001296,historical,0.999957098,historical,22418740152.0,historical,22417628741.0,historical,1.000415878,historical,1.000247516,historical,99988091551.0,historical,0.645636346,historical,0.671213509,historical,67200710443.0,historical,34637655219.0,historical,0.496046848,historical,0.543893228,historical,18981880233.0,historical,31743252884.0,historical,72.14011125,historical,73.06466067,historical,0.100321146,historical,0.097547577,historical,142155000000.0,historical,14409309215.0,historical,10670044399.0,historical,100000000000.0,historical,0.107142407,historical,0.105783655,historical
2023-12-09,19565336.78,historical,855788000000.0,historical,43952.95067,historical,43867.99319,historical,120219265.1,historical,281549000000.0,historical,2359.960103,historical,2353.177627,historical,1.000089225,historical,1.000089054,historical,22456267152.0,historical,22455224963.0,historical,1.000381466,historical,1.000337386,historical,99988088399.0,historical,0.682797534,historical,0.670558355,historical,66122623161.0,historical,34641388235.0,historical,0.627710073,historical,0.58979087,historical,20040420669.0,historical,30900689591.0,historical,76.35648923,historical,73.62477036,historical,0.099859715,historical,0.102421346,historical,142169000000.0,historical,14021069732.0,historical,10674789741.0,historical,100000000000.0,historical,0.107359305,historical,0.107843128,historical
2023-12-10,19566211.78,historical,855684000000.0,historical,43902.64626,historical,43678.04882,historical,120218301.5,historical,282639000000.0,historical,2334.224751,historical,2366.407476,historical,1.000017006,historical,0.99998089,historical,22418303404.0,historical,22418239566.0,historical,0.999849898,historical,1.000168257,historical,99988085959.0,historical,0.653135467,historical,0.666672426,historical,66108561476.0,historical,34643571418.0,historical,0.579075777,historical,0.60915223,historical,20578037354.0,historical,31633385285.0,historical,71.53675633,historical,74.04777211,historical,0.102225029,historical,0.097775665,historical,142182000000.0,historical,14467749036.0,historical,10773637631.0,historical,100000000000.0,historical,0.108000363,historical,0.107042654,historical
2023-12-11,19567199.28,historical,806362000000.0,historical,40696.11029,historical,42387.25747,historical,120216719.1,historical,267105000000.0,historical,2245.938337,historical,2189.196893,historical,0.999832596,historical,1.000096291,historical,22039116171.0,historical,22039260000.0,historical,0.998839466,historical,1.000008922,historical,99988082940.0,historical,0.624287971,historical,0.612470408,historical,61928886645.0,historical,34647191826.0,historical,0.555778724,historical,0.534938599,historical,19092423781.0,historical,29877126457.0,historical,69.3660148,historical,68.51620493,historical,0.093634238,historical,0.098741325,historical,142196000000.0,historical,13392341498.0,historical,10371583210.0,historical,100000000000.0,historical,0.102952053,historical,0.10534564,historical
2023-12-12,19568099.28,historical,811436000000.0,historical,41171.4323,historical,41772.15017,historical,120214494.1,historical,264621000000.0,historical,2223.768045,historical,2179.80195,historical,1.000132731,historical,1.0000312,historical,21903561766.0,historical,21905185310.0,historical,0.999284981,historical,0.999825828,historical,99988078800.0,historical,0.622362713,historical,0.615802142,historical,61931058879.0,historical,34650026741.0,historical,0.594213554,historical,0.567617453,historical,19907325138.0,historical,29258179883.0,historical,71.47071165,historical,67.46272908,historical,0.092336078,historical,0.096115756,historical,142209000000.0,historical,13338471548.0,historical,10361805434.0,historical,100000000000.0,historical,0.103309585,historical,0.1048245,historical
2023-12-13,19569030.53,historical,840276000000.0,historical,42779.64233,historical,41124.21177,historical,120211761.5,historical,271783000000.0,historical,2173.658717,historical,2255.027289,historical,1.000295068,historical,1.000034325,historical,22134376100.0,historical,22135513386.0,historical,1.000290111,historical,0.999321717,historical,99988075910.0,historical,0.603910733,historical,0.625194057,historical,62887741321.0,historical,34652271158.0,historical,0.570544011,historical,0.635495714,historical,23018304651.0,historical,30192030349.0,historical,65.73619922,historical,71.49634726,historical,0.095506062,historical,0.092492711,historical,142223000000.0,historical,13729100669.0,historical,10424783768.0,historical,100000000000.0,historical,0.104127994,historical,0.103029067,historical
2023-12-14,19569943.03,historical,842156000000.0,historical,42923.18137,historical,42925.01435,historical,120209284.2,historical,278832000000.0,historical,2284.802846,historical,2288.637263,historical,0.99997,historical,1.000016623,historical,22279808952.0,historical,22279094687.0,historical,1.000288692,historical,1.000210888,historical,99988073183.0,historical,0.631166765,historical,0.629884047,historical,63224682044.0,historical,34653524665.0,historical,0.651007098,historical,0.638808494,historical,22307608233.0,historical,32380228750.0,historical,72.44746244,historical,72.96985168,historical,0.096827913,historical,0.097213186,historical,142236000000.0,historical,13969592856.0,historical,10602346895.0,historical,100000000000.0,historical,0.105635731,historical,0.105304405,historical
2023-12-15,19570961.78,historical,821552000000.0,historical,42184.19254,historical,42854.88437,historical,120205571.5,historical,267032000000.0,historical,2278.812613,historical,2248.337147,historical,1.0001712,historical,1.000080712,historical,22357898784.0,historical,22360601912.0,historical,0.999954589,historical,1.0000836,historical,99988070212.0,historical,0.631762142,historical,0.623725299,historical,61552035068.0,historical,34654391526.0,historical,0.636481977,historical,0.616842522,historical,20889637898.0,historical,31218697036.0,historical,78.58055858,historical,76.87627133,historical,0.094867186,historical,0.096661305,historical,142250000000.0,historical,13226351745.0,historical,10158127456.0,historical,100000000000.0,historical,0.102332662,historical,0.104822975,historical
2023-12-16,19571911.78,historical,825998000000.0,historical,42308.05696,historical,42195.22523,historical,120202413.1,historical,267414000000.0,historical,2245.220403,historical,2236.52992,historical,0.999938106,historical,0.999928289,historical,22404275867.0,historical,22403714358.0,historical,0.999258836,historical,0.999144638,historical,99988067415.0,historical,0.621924334,historical,0.619824414,historical,61911702874.0,historical,34655908096.0,historical,0.61262186,historical,0.613104849,historical,21007202781.0,historical,31378677849.0,historical,74.06626133,historical,73.71853722,historical,0.095311765,historical,0.094141707,historical,142263000000.0,historical,13744227484.0,historical,10271052972.0,historical,100000000000.0,historical,0.102354312,historical,0.10296813,historical
